,query_vector
asymmetr,0.0
knuckl,0.0
unfing,0.0
relax,0.0
pronat,0.0
forearm,0.0
counterforc,0.0
downbow,0.0
upbow,0.0
shimmeri,0.0
uitti,0.0
battuto,0.0
tratto,0.0
briskli,0.0
flautando,0.0
conif,0.0
tradenam,0.0
rockstop,0.0
rectangl,0.0
metronom,0.0
tempo,0.0
vivaldi,0.0
boccherini,0.0
lalo,0.0
concertant,0.0
strauss,0.0
quixot,0.0
rococo,0.0
schelomo,0.0
bruch,0.0
kol,0.0
nidrei,0.0
awski,0.0
barber,0.0
honegg,0.0
lobo,0.0
myaskovski,0.0
walton,0.0
rodrigo,0.0
penderecki,0.0
gregor,0.0
piatigorski,0.0
webber,0.0
rachmaninoff,0.0
troi,0.0
stroph,0.0
sacher,0.0
mot,0.0
xenaki,0.0
nomo,0.0
kotto,0.0
quintet,0.0
sextet,0.0
rossini,0.0
overtur,0.0
zaccharia,0.0
verdi,0.0
nabucco,0.0
bachiana,0.0
brasileira,0.0
boulez,0.0
messagesquiss,0.0
lineup,0.0
cher,0.0
rigbi,0.0
strawberri,0.0
beatlesqu,0.0
combo,0.0
colosseum,0.0
rutherford,0.0
foxtrot,0.0
rasputina,0.0
intermingl,0.0
silenzium,0.0
vivacello,0.0
novosibirsk,0.0
aerosmith,0.0
nirvana,0.0
oasi,0.0
onerepubl,0.0
krono,0.0
stiletto,0.0
orch,0.0
polyphon,0.0
spree,0.0
psycadel,0.0
duncan,0.0
sheik,0.0
guettel,0.0
ricki,0.0
albertin,0.0
solle,0.0
sparrow,0.0
cajun,0.0
sean,0.0
grissom,0.0
pettiford,0.0
babasin,0.0
abdul,0.0
wadud,0.0
diedr,0.0
darl,0.0
lucio,0.0
amanti,0.0
akua,0.0
reijseg,0.0
lonberg,0.0
courtoi,0.0
erik,0.0
friedland,0.0
forster,0.0
gagliano,0.0
goffril,0.0
guadagnini,0.0
montagnana,0.0
rogeri,0.0
ruggieri,0.0
stefano,0.0
scarampella,0.0
tecchler,0.0
testor,0.0
vuillaum,0.0
celloist,0.0
davidov,0.0
vuitton,0.0
barjanski,0.0
bonjour,0.0
soo,0.0
bae,0.0
paganini,0.0
ladenburg,0.0
clive,0.0
greensmith,0.0
duport,0.0
prieto,0.0
bonta,0.0
maci,0.0
grovemus,0.0
nl,0.0
syllabu,0.0
dragon,0.0
throat,0.0
inflict,0.0
wartim,0.0
ohio,0.0
abolitionist,0.0
confederaci,0.0
slaveri,0.0
carolina,0.0
withdraw,0.0
ellen,0.0
atlanta,0.0
classmat,0.0
fierc,0.0
earn,0.0
chairman,0.0
senior,0.0
ballot,0.0
reorgan,0.0
coordin,0.0
prospect,0.0
salari,0.0
enhanc,0.0
dean,0.0
gov,0.0
indiana,0.0
sherman,0.0
outnumb,0.0
outrag,0.0
owen,0.0
anticip,0.0
slogan,0.0
tactic,0.0
bankrupt,0.0
attorney,0.0
veto,0.0
mead,0.0
franklin,0.0
discriminatori,0.0
ku,0.0
klux,0.0
klan,0.0
intimid,0.0
trick,0.0
retir,0.0
zachari,0.0
trader,0.0
strateg,0.0
surrend,0.0
purg,0.0
maneuv,0.0
consult,0.0
impeach,0.0
temporarili,0.0
prosecut,0.0
sporad,0.0
pivot,0.0
surplu,0.0
inexperienc,0.0
neglig,0.0
exceed,0.0
resent,0.0
missionari,0.0
jubal,0.0
bore,0.0
counterpart,0.0
buchanan,0.0
illinoi,0.0
assault,0.0
bad,0.0
whiskey,0.0
adjac,0.0
webster,0.0
friday,0.0
pleasant,0.0
hire,0.0
queen,0.0
veteran,0.0
arkansa,0.0
louisiana,0.0
unnecessari,0.0
htm,0.0
dana,0.0
alcohol,0.0
mexican,0.0
defi,0.0
automat,0.0
brook,0.0
scandal,0.0
rumor,0.0
catalog,0.0
mobil,0.0
inappropri,0.0
breakfast,0.0
flee,0.0
meiji,0.0
ryukyu,0.0
petersburg,0.0
alaska,0.0
scotland,0.0
quietli,0.0
ridg,0.0
prohibit,0.0
convict,0.0
inclin,0.0
stall,0.0
empress,0.0
hollow,0.0
reinforc,0.0
react,0.0
napoleon,0.0
hamilton,0.0
captain,0.0
guilti,0.0
jay,0.0
stanc,0.0
publicli,0.0
ward,0.0
reconcil,0.0
resumpt,0.0
cancer,0.0
unawar,0.0
honest,0.0
multivolum,0.0
houghton,0.0
mifflin,0.0
franz,0.0
buggi,0.0
killer,0.0
semit,0.0
gulf,0.0
georgetown,0.0
spectacular,0.0
pocket,0.0
hate,0.0
quiz,0.0
oregon,0.0
releg,0.0
crook,0.0
wayn,0.0
eighteenth,0.0
philip,0.0
lewi,0.0
dispens,0.0
gen,0.0
lu,0.0
lt,0.0
opportunist,0.0
riversid,0.0
pregnant,0.0
flank,0.0
streak,0.0
ounc,0.0
liberia,0.0
cari,0.0
ulyss,0.0
defus,0.0
copperhead,0.0
gettysburg,0.0
mcpherson,0.0
kentucki,0.0
johnston,0.0
unsuccess,0.0
militia,0.0
springfield,0.0
hell,0.0
almanac,0.0
afraid,0.0
kansa,0.0
dougla,0.0
horac,0.0
greeley,0.0
salmon,0.0
secess,0.0
boyhood,0.0
nevin,0.0
garrison,0.0
capitol,0.0
stanton,0.0
unionist,0.0
sumter,0.0
urgent,0.0
gideon,0.0
mcclellan,0.0
vicksburg,0.0
chattanooga,0.0
simpson,0.0
winfield,0.0
scott,0.0
cautiou,0.0
richmond,0.0
reliev,0.0
hooker,0.0
attrit,0.0
sheridan,0.0
shenandoah,0.0
sumner,0.0
pardon,0.0
appomattox,0.0
treasuri,0.0
oklahoma,0.0
morningsid,0.0
forag,0.0
safeti,0.0
colleagu,0.0
methodist,0.0
doodl,0.0
roommat,0.0
appal,0.0
leas,0.0
panic,0.0
crow,0.0
setback,0.0
persev,0.0
baldi,0.0
honorari,0.0
har,0.0
distast,0.0
forcibl,0.0
rid,0.0
thrust,0.0
thursday,0.0
stuck,0.0
southward,0.0
tide,0.0
undergrowth,0.0
intersect,0.0
costli,0.0
discharg,0.0
ferdinand,0.0
stricken,0.0
fisk,0.0
hasten,0.0
twain,0.0
columbu,0.0
nerv,0.0
cigar,0.0
destitut,0.0
brooklyn,0.0
dorothi,0.0
subordin,0.0
stanford,0.0
creditor,0.0
wiley,0.0
palo,0.0
hannah,0.0
counterfeit,0.0
discredit,0.0
tavern,0.0
portsmouth,0.0
pemberton,0.0
babcock,0.0
consol,0.0
disengag,0.0
dupont,0.0
clermont,0.0
wager,0.0
wore,0.0
forget,0.0
revit,0.0
milton,0.0
sam,0.0
leverag,0.0
allevi,0.0
gould,0.0
intoler,0.0
reconsid,0.0
hannib,0.0
siam,0.0
burma,0.0
drunken,0.0
emerson,0.0
bismarck,0.0
cincinnati,0.0
vancouv,0.0
unclear,0.0
jeffrey,0.0
sneak,0.0
lookout,0.0
brien,0.0
caesar,0.0
braveri,0.0
error,0.0
bogg,0.0
julia,0.0
overli,0.0
ken,0.0
kirbi,0.0
darn,0.0
swath,0.0
requisit,0.0
swiftli,0.0
shipbuild,0.0
butcher,0.0
uncondit,0.0
unjust,0.0
guilt,0.0
perkin,0.0
yellowston,0.0
nuisanc,0.0
cumberland,0.0
township,0.0
eager,0.0
regroup,0.0
eastward,0.0
thoroughfar,0.0
stagger,0.0
mausoleum,0.0
whatev,0.0
taint,0.0
fearless,0.0
deaf,0.0
scrutin,0.0
bulldog,0.0
sidney,0.0
liberian,0.0
forfeit,0.0
depos,0.0
yanke,0.0
nasti,0.0
chapultepec,0.0
catton,0.0
fifteenth,0.0
hiram,0.0
donelson,0.0
strategist,0.0
quartil,0.0
skidmor,0.0
bunt,0.0
scaturro,0.0
jess,0.0
tanner,0.0
horsham,0.0
dent,0.0
buck,0.0
wrenshal,0.0
nelli,0.0
hamer,0.0
lyss,0.0
uli,0.0
mcfeeli,0.0
horseman,0.0
quartermast,0.0
resaca,0.0
monterrey,0.0
sniper,0.0
veracruz,0.0
battlefield,0.0
furious,0.0
brevet,0.0
molino,0.0
bvt,0.0
corrobor,0.0
eaton,0.0
intemper,0.0
concoct,0.0
garland,0.0
anheus,0.0
busch,0.0
galena,0.0
apolit,0.0
elihu,0.0
washburn,0.0
hesseltin,0.0
yate,0.0
undisciplin,0.0
rebelli,0.0
claiborn,0.0
paducah,0.0
indecis,0.0
brig,0.0
pillow,0.0
belmont,0.0
gunboat,0.0
counterattack,0.0
buckner,0.0
inund,0.0
wisher,0.0
halleck,0.0
buell,0.0
beauregard,0.0
shiloh,0.0
reel,0.0
bloodiest,0.0
disorgan,0.0
powerless,0.0
corinth,0.0
despond,0.0
iuka,0.0
bayou,0.0
hardtack,0.0
ammunit,0.0
wagon,0.0
promptli,0.0
breastwork,0.0
futil,0.0
chickamauga,0.0
rosecran,0.0
braxton,0.0
bragg,0.0
cracker,0.0
reprovis,0.0
piecem,0.0
willing,0.0
butler,0.0
sigel,0.0
averel,0.0
nathaniel,0.0
rapidan,0.0
scrubbi,0.0
spotsylvania,0.0
hancock,0.0
artilleri,0.0
stonewal,0.0
replenish,0.0
reconnaiss,0.0
horrif,0.0
trench,0.0
bleaker,0.0
semblanc,0.0
pallbear,0.0
tenac,0.0
oversimplifi,0.0
irreplac,0.0
korda,0.0
eicher,0.0
horatio,0.0
breakaway,0.0
redeem,0.0
beg,0.0
freedmen,0.0
supremacist,0.0
apathet,0.0
kkk,0.0
cr,0.0
stathi,0.0
greenback,0.0
disarray,0.0
schenck,0.0
tilden,0.0
watterson,0.0
gop,0.0
suspens,0.0
boutwel,0.0
tresuri,0.0
appromix,0.0
acomplish,0.0
exodu,0.0
chairmanship,0.0
grebo,0.0
envoy,0.0
thug,0.0
bristow,0.0
orvil,0.0
indict,0.0
belknap,0.0
sanborn,0.0
cyru,0.0
scofield,0.0
dit,0.0
mobili,0.0
schuyler,0.0
colfax,0.0
malefactor,0.0
greedi,0.0
malici,0.0
bertram,0.0
korn,0.0
jewri,0.0
israelit,0.0
postbellum,0.0
cordial,0.0
shibakoen,0.0
conkl,0.0
garfield,0.0
terrif,0.0
swindl,0.0
warmli,0.0
mcgregor,0.0
saratoga,0.0
astrid,0.0
bronx,0.0
bedford,0.0
paletta,0.0
skylight,0.0
shard,0.0
unharm,0.0
cormac,0.0
willard,0.0
lobbyist,0.0
shaara,0.0
cucumb,0.0
vinegar,0.0
groucho,0.0
sitcom,0.0
jeopardi,0.0
loveless,0.0
pocanticohil,0.0
maj,0.0
generalship,0.0
hamlin,0.0
shuster,0.0
woodworth,0.0
badeau,0.0
ballard,0.0
bearss,0.0
gott,0.0
kendal,0.0
stackpol,0.0
mcdonough,0.0
maney,0.0
mier,0.0
mosier,0.0
palgrav,0.0
rhea,0.0
tecumseh,0.0
erect,0.0
treasur,0.0
undergradu,0.0
longest,0.0
frozen,0.0
endors,0.0
tragedi,0.0
retail,0.0
conscript,0.0
catastroph,0.0
belliger,0.0
bolshevik,0.0
siberian,0.0
racist,0.0
georgian,0.0
preview,0.0
boast,0.0
propaganda,0.0
motiv,0.0
cambridg,0.0
terror,0.0
freez,0.0
humanitarian,0.0
budget,0.0
ash,0.0
endang,0.0
drastic,0.0
apparel,0.0
trigger,0.0
mosqu,0.0
lutheran,0.0
ice,0.0
variabl,0.0
legendari,0.0
copenhagen,0.0
scandinavia,0.0
commut,0.0
ceas,0.0
suburb,0.0
borough,0.0
northwestern,0.0
crime,0.0
postal,0.0
fabric,0.0
spire,0.0
breweri,0.0
beer,0.0
opera,0.0
stadium,0.0
dancer,0.0
richest,0.0
campus,0.0
interconnect,0.0
interc,0.0
unoffici,0.0
agenc,0.0
vicin,0.0
dub,0.0
ha,0.0
vers,0.0
alexandr,0.0
ethnographi,0.0
anthropolog,0.0
tram,0.0
spontan,0.0
jack,0.0
comedi,0.0
recipi,0.0
perceiv,0.0
aurora,0.0
latitud,0.0
hermitag,0.0
berth,0.0
sunlight,0.0
injur,0.0
wade,0.0
motor,0.0
googl,0.0
alloy,0.0
malaya,0.0
annal,0.0
ppen,0.0
foundri,0.0
minimum,0.0
polytechn,0.0
vocat,0.0
gateway,0.0
showcas,0.0
underway,0.0
aviat,0.0
expir,0.0
cargo,0.0
aluminium,0.0
vintag,0.0
cell,0.0
toyota,0.0
calendar,0.0
crimin,0.0
trumbul,0.0
soil,0.0
anywher,0.0
midnight,0.0
abolish,0.0
triniti,0.0
starvat,0.0
poke,0.0
undertaken,0.0
ddt,0.0
catherin,0.0
ayn,0.0
terri,0.0
birch,0.0
enterpris,0.0
boiler,0.0
cascad,0.0
aerospac,0.0
dug,0.0
anderson,0.0
colin,0.0
liner,0.0
azeri,0.0
intensifi,0.0
nissan,0.0
disord,0.0
treason,0.0
haunt,0.0
accordingli,0.0
eyewit,0.0
dismantl,0.0
blair,0.0
powel,0.0
blank,0.0
oak,0.0
moth,0.0
noon,0.0
xx,0.0
twilight,0.0
edita,0.0
encyclopaedia,0.0
isaac,0.0
mint,0.0
farther,0.0
specialis,0.0
forestri,0.0
lawrenc,0.0
subtyp,0.0
influx,0.0
modernis,0.0
wholesal,0.0
granit,0.0
frost,0.0
automot,0.0
revolt,0.0
fm,0.0
telecommun,0.0
hook,0.0
mythic,0.0
dia,0.0
turbin,0.0
node,0.0
lethal,0.0
obsess,0.0
astoria,0.0
dispers,0.0
starv,0.0
konstantin,0.0
parapet,0.0
relic,0.0
autopsi,0.0
portal,0.0
hierarchi,0.0
evacue,0.0
taiga,0.0
northernmost,0.0
goodwil,0.0
mobilis,0.0
yard,0.0
tallinn,0.0
yacht,0.0
functionalist,0.0
verg,0.0
moistur,0.0
beli,0.0
badg,0.0
depopul,0.0
volga,0.0
fantast,0.0
seizur,0.0
waterway,0.0
aquarium,0.0
heroic,0.0
rand,0.0
lime,0.0
dock,0.0
throne,0.0
uefa,0.0
czar,0.0
leningrad,0.0
tramway,0.0
rudolph,0.0
up,0.0
leonid,0.0
firework,0.0
newsweek,0.0
leisur,0.0
dfb,0.0
crucibl,0.0
stalinist,0.0
embank,0.0
shipyard,0.0
trolleybus,0.0
hydrofoil,0.0
jam,0.0
hyundai,0.0
fun,0.0
barri,0.0
gang,0.0
hitler,0.0
plateau,0.0
gymnasium,0.0
solomon,0.0
ironi,0.0
cruiser,0.0
median,0.0
serf,0.0
mafia,0.0
extort,0.0
bours,0.0
reunion,0.0
cyclon,0.0
cityscap,0.0
penal,0.0
blok,0.0
neva,0.0
petrograd,0.0
piter,0.0
tsar,0.0
alexandra,0.0
romanov,0.0
athenum,0.0
massi,0.0
asin,0.0
ballantin,0.0
leventh,0.0
morozov,0.0
ciaonet,0.0
nyenskan,0.0
zayachi,0.0
menshikov,0.0
nystad,0.0
trezzini,0.0
vasilievski,0.0
petrin,0.0
kunstkamera,0.0
collegia,0.0
autocrat,0.0
burkhard,0.0
munnich,0.0
admiralti,0.0
fontanka,0.0
nevski,0.0
prospekt,0.0
gorokhovaya,0.0
voznesenski,0.0
elizabethan,0.0
rastrelli,0.0
blagoveshchenski,0.0
pontoon,0.0
obvodni,0.0
vallin,0.0
gostini,0.0
dvor,0.0
rinaldi,0.0
yuri,0.0
felten,0.0
chesm,0.0
quarenghi,0.0
yusupov,0.0
andrey,0.0
voronikhin,0.0
kazan,0.0
andreyan,0.0
zakharov,0.0
thomon,0.0
rossi,0.0
yelagin,0.0
mikhailovski,0.0
alexandrin,0.0
synod,0.0
vasili,0.0
stasov,0.0
triumphal,0.0
montferrand,0.0
narva,0.0
decembrist,0.0
romanticist,0.0
stackenschneid,0.0
mariinski,0.0
beloselski,0.0
belozerski,0.0
thon,0.0
moskovski,0.0
vladimir,0.0
nikolay,0.0
yudenich,0.0
trotski,0.0
gellat,0.0
glorifi,0.0
constructivist,0.0
nationalis,0.0
kommunalka,0.0
constructiv,0.0
pompou,0.0
oblast,0.0
vsevolozhski,0.0
krasnoselski,0.0
pargolovski,0.0
slutski,0.0
pavlovski,0.0
sergey,0.0
kirov,0.0
mcloughlin,0.0
kevin,0.0
mcdermott,0.0
cleans,0.0
baldack,0.0
ladoga,0.0
sestroretski,0.0
kurortni,0.0
terijoki,0.0
zelenogorsk,0.0
dmitri,0.0
volkogonov,0.0
contr,0.0
ru,0.0
pavlovsk,0.0
levashovo,0.0
pargolovo,0.0
pesochni,0.0
uritsk,0.0
ligovo,0.0
lomonosov,0.0
anatoli,0.0
sobchak,0.0
matlock,0.0
kirovsko,0.0
vyborgskaya,0.0
yakovlev,0.0
valentina,0.0
matviyenko,0.0
reapprov,0.0
zagraevski,0.0
gazprom,0.0
okhta,0.0
okrug,0.0
kolpino,0.0
krasnoy,0.0
selo,0.0
peterhof,0.0
pushkin,0.0
sestroretsk,0.0
vasilyevski,0.0
kotlin,0.0
petrogradski,0.0
dekabristov,0.0
krestovski,0.0
kamenni,0.0
klint,0.0
izhora,0.0
orekhovaya,0.0
duderhof,0.0
liteyni,0.0
hydrolog,0.0
distributari,0.0
sestra,0.0
razliv,0.0
lakhtinski,0.0
suzdal,0.0
srednyaya,0.0
rogatka,0.0
evapotranspir,0.0
svg,0.0
belarusian,0.0
chuvash,0.0
hectic,0.0
down,0.0
condo,0.0
smolni,0.0
fsb,0.0
penitentiari,0.0
ferrou,0.0
nonferr,0.0
lessner,0.0
bori,0.0
loutski,0.0
georgano,0.0
grang,0.0
lmz,0.0
lomo,0.0
elektrosila,0.0
izhorski,0.0
zavod,0.0
sovkomflot,0.0
sibur,0.0
bolshoi,0.0
morskoy,0.0
vokzal,0.0
vasilevski,0.0
discoverthebalt,0.0
mfspb,0.0
riverport,0.0
monetni,0.0
monumentskulptura,0.0
dignitari,0.0
clodt,0.0
troubetzkoy,0.0
pavel,0.0
antokolski,0.0
camri,0.0
shushari,0.0
baltika,0.0
vena,0.0
bbh,0.0
heineken,0.0
stepan,0.0
razin,0.0
tinkoff,0.0
inbev,0.0
rubl,0.0
tyumen,0.0
kresti,0.0
hallett,0.0
carr,0.0
perestroika,0.0
briberi,0.0
belaya,0.0
energia,0.0
tambov,0.0
malyshev,0.0
racket,0.0
mikhail,0.0
manevich,0.0
duma,0.0
galina,0.0
starovoytova,0.0
viktor,0.0
novosyolov,0.0
businesspeopl,0.0
whitmor,0.0
remand,0.0
kirovski,0.0
baltiyski,0.0
finlyandski,0.0
ladozhski,0.0
vitebski,0.0
varshavski,0.0
pulkovo,0.0
rossiya,0.0
obukhovski,0.0
meteor,0.0
marshrutka,0.0
pskov,0.0
kiev,0.0
odessa,0.0
petrozavodsk,0.0
murmansk,0.0
kirken,0.0
kharkiv,0.0
griboyedov,0.0
ohkta,0.0
supertal,0.0
armlet,0.0
bolshaya,0.0
rostral,0.0
moika,0.0
kazanski,0.0
anichkov,0.0
proce,0.0
ligovski,0.0
lavra,0.0
mikeshin,0.0
stroganov,0.0
tikhvin,0.0
taurid,0.0
vane,0.0
drawbridg,0.0
spb,0.0
karpovka,0.0
smolenka,0.0
majest,0.0
tsarsko,0.0
gatchina,0.0
reorganis,0.0
lessor,0.0
superstructur,0.0
penthous,0.0
fyodor,0.0
dostoevski,0.0
nikolai,0.0
rimski,0.0
korsakov,0.0
feodor,0.0
chaliapin,0.0
nabokov,0.0
akhmatova,0.0
zoshchenko,0.0
brodski,0.0
sosnovka,0.0
larch,0.0
dendrolog,0.0
vaslav,0.0
nijinski,0.0
pavlova,0.0
nureyev,0.0
baryshnikov,0.0
ulanova,0.0
natalia,0.0
makarova,0.0
bolshoy,0.0
baton,0.0
eliasberg,0.0
yevgeni,0.0
mravinski,0.0
temirkanov,0.0
choral,0.0
utyosov,0.0
isaak,0.0
dunayevski,0.0
kvadrat,0.0
druzhba,0.0
aleksandr,0.0
bronevitski,0.0
piekha,0.0
argonavti,0.0
kochevniki,0.0
grebenshchikov,0.0
piknik,0.0
kino,0.0
tsoi,0.0
igri,0.0
mifi,0.0
zemlyan,0.0
alisa,0.0
mekhanika,0.0
kuryokhin,0.0
shnurov,0.0
tequilajazzz,0.0
shevchuk,0.0
vyacheslav,0.0
butusov,0.0
boyarski,0.0
lenfilm,0.0
karenina,0.0
sophi,0.0
marceau,0.0
unheard,0.0
goldeney,0.0
onegin,0.0
longstand,0.0
dostoyevski,0.0
nightmarish,0.0
gogol,0.0
osip,0.0
mandelshtam,0.0
lotman,0.0
surreal,0.0
zamyatin,0.0
serapion,0.0
requiem,0.0
nostalg,0.0
zenit,0.0
petrovski,0.0
dinghi,0.0
zimni,0.0
stadion,0.0
konnogvardeiski,0.0
manezh,0.0
chess,0.0
grandmast,0.0
lasker,0.0
capablanca,0.0
alekhin,0.0
tarrasch,0.0
supercup,0.0
herzen,0.0
ameri,0.0
curran,0.0
molodkovet,0.0
bater,0.0
mcguill,0.0
berelowitch,0.0
wladimir,0.0
medvedkova,0.0
tersbourg,0.0
fayard,0.0
buckler,0.0
cityshap,0.0
katerina,0.0
basingstok,0.0
elena,0.0
lanham,0.0
glantz,0.0
hellberg,0.0
hirn,0.0
imprint,0.0
orttung,0.0
shvidkovski,0.0
orloff,0.0
abbevil,0.0
volkov,0.0
watchlist,0.0
collar,0.0
devout,0.0
jersey,0.0
clayton,0.0
underwood,0.0
narrowli,0.0
unrestrict,0.0
admonish,0.0
diplomaci,0.0
lever,0.0
surprisingli,0.0
armistic,0.0
versail,0.0
riot,0.0
postwar,0.0
anyway,0.0
idealist,0.0
internation,0.0
emul,0.0
staunton,0.0
reverend,0.0
janet,0.0
scot,0.0
patern,0.0
straban,0.0
tyron,0.0
steubenvil,0.0
grandfath,0.0
sunday,0.0
chaplain,0.0
pcu,0.0
augusta,0.0
dyslexia,0.0
shorthand,0.0
guidanc,0.0
seminari,0.0
walworth,0.0
davidson,0.0
freshman,0.0
frail,0.0
wilmington,0.0
psi,0.0
louis,0.0
axson,0.0
hypochondriac,0.0
poorer,0.0
hyper,0.0
cycl,0.0
vacat,0.0
ball,0.0
lawn,0.0
weinstein,0.0
psycholog,0.0
renick,0.0
hillyer,0.0
disillus,0.0
profici,0.0
ph,0.0
mulder,0.0
gist,0.0
bagehot,0.0
cumbersom,0.0
argument,0.0
westminst,0.0
diagnos,0.0
remedi,0.0
behav,0.0
scorn,0.0
signatori,0.0
baron,0.0
petti,0.0
despot,0.0
sway,0.0
shire,0.0
convuls,0.0
realm,0.0
palmer,0.0
beito,0.0
linda,0.0
royster,0.0
scholarli,0.0
ideolog,0.0
degrad,0.0
faculti,0.0
bryn,0.0
mawr,0.0
wesleyan,0.0
jurisprud,0.0
evelyn,0.0
orat,0.0
sesquicentenni,0.0
motto,0.0
fitzrandolph,0.0
illumin,0.0
campu,0.0
truste,0.0
bold,0.0
endow,0.0
preceptori,0.0
raiser,0.0
curriculum,0.0
guidelin,0.0
expertis,0.0
preceptor,0.0
admiss,0.0
gentleman,0.0
aspir,0.0
alumni,0.0
thoughtless,0.0
curtail,0.0
elitist,0.0
tempor,0.0
fleme,0.0
versu,0.0
slim,0.0
reformist,0.0
agenda,0.0
revamp,0.0
shenkman,0.0
ambit,0.0
champ,0.0
baltimor,0.0
crane,0.0
rolla,0.0
morgenthau,0.0
aug,0.0
handili,0.0
galt,0.0
graff,0.0
outmaneuv,0.0
warburg,0.0
agrarian,0.0
strenuous,0.0
whenev,0.0
decentr,0.0
batter,0.0
safeguard,0.0
sovereignti,0.0
unwil,0.0
unus,0.0
appleman,0.0
therebi,0.0
seaman,0.0
sailor,0.0
rm,0.0
titan,0.0
retrofit,0.0
lifeboat,0.0
mortgag,0.0
keat,0.0
unconstitut,0.0
enact,0.0
brotherhood,0.0
adamson,0.0
trustbust,0.0
unfair,0.0
uncertainti,0.0
carta,0.0
samuel,0.0
gomper,0.0
liabil,0.0
mediat,0.0
buildup,0.0
provok,0.0
sink,0.0
renomin,0.0
provoc,0.0
pointedli,0.0
warn,0.0
strikingli,0.0
shave,0.0
partisan,0.0
lame,0.0
duck,0.0
hypothet,0.0
enabl,0.0
gone,0.0
clumsi,0.0
enlist,0.0
zimmermann,0.0
persh,0.0
unless,0.0
needless,0.0
peacemak,0.0
espionag,0.0
sedit,0.0
lippmann,0.0
imped,0.0
avrich,0.0
sacco,0.0
vanzetti,0.0
affluent,0.0
creel,0.0
advisor,0.0
inquiri,0.0
disarma,0.0
decolon,0.0
antebellum,0.0
alsac,0.0
lorrain,0.0
redrawn,0.0
deoccupi,0.0
adriat,0.0
multilater,0.0
repar,0.0
clemenceau,0.0
fourteenth,0.0
haiti,0.0
chamorro,0.0
haitian,0.0
choos,0.0
takeov,0.0
weapon,0.0
munit,0.0
czarist,0.0
arkangel,0.0
vladivostok,0.0
tsarist,0.0
trani,0.0
lans,0.0
colbi,0.0
standoff,0.0
misunderstand,0.0
donald,0.0
statehood,0.0
equit,0.0
alik,0.0
tirelessli,0.0
diminish,0.0
mistak,0.0
demobil,0.0
chaotic,0.0
bubbl,0.0
mitchel,0.0
jail,0.0
harass,0.0
staunch,0.0
antisemit,0.0
sympathet,0.0
acquiesc,0.0
balfour,0.0
zionism,0.0
esp,0.0
melvin,0.0
urofski,0.0
herzl,0.0
brecher,0.0
palestin,0.0
zionist,0.0
litani,0.0
hermon,0.0
jaulon,0.0
hauran,0.0
mutil,0.0
remind,0.0
sin,0.0
meir,0.0
abelson,0.0
suffrag,0.0
silent,0.0
sentinel,0.0
incapacit,0.0
paralyz,0.0
wheelchair,0.0
cane,0.0
steward,0.0
volstead,0.0
patrick,0.0
tumulti,0.0
upstag,0.0
boll,0.0
thinker,0.0
russel,0.0
wilsonian,0.0
delano,0.0
kissing,0.0
precept,0.0
nixon,0.0
ww,0.0
destini,0.0
segreg,0.0
holder,0.0
duboi,0.0
naacp,0.0
elli,0.0
boi,0.0
jstor,0.0
ought,0.0
gentlemen,0.0
watson,0.0
truman,0.0
lawless,0.0
racism,0.0
clansman,0.0
terribl,0.0
sheppard,0.0
reborn,0.0
obnoxi,0.0
volatil,0.0
ethiopian,0.0
hali,0.0
selassi,0.0
repudi,0.0
easter,0.0
rebellion,0.0
reneg,0.0
vehement,0.0
disloyalti,0.0
dagger,0.0
plung,0.0
sept,0.0
duff,0.0
quarterli,0.0
drive,0.0
vaudevil,0.0
saturday,0.0
hometown,0.0
certif,0.0
knox,0.0
turtledov,0.0
trilog,0.0
whig,0.0
stardust,0.0
toronto,0.0
dundern,0.0
actress,0.0
badi,0.0
benedict,0.0
xv,0.0
ambrosiu,0.0
kendrick,0.0
hofstadt,0.0
ancestr,0.0
wesley,0.0
dcl,0.0
complic,0.0
netherland,0.0
taiwan,0.0
mainland,0.0
tea,0.0
kyoto,0.0
soto,0.0
vietnames,0.0
thai,0.0
chi,0.0
compress,0.0
beginn,0.0
pbk,0.0
download,0.0
sydney,0.0
humbl,0.0
cook,0.0
junior,0.0
inton,0.0
sino,0.0
kanji,0.0
simpler,0.0
peculiar,0.0
syntax,0.0
prefectur,0.0
monophthong,0.0
decre,0.0
phrase,0.0
li,0.0
extract,0.0
seattl,0.0
phrasebook,0.0
browser,0.0
japon,0.0
ryukyuan,0.0
undemonstr,0.0
honorif,0.0
mora,0.0
syllab,0.0
hiragana,0.0
katakana,0.0
maji,0.0
commonplac,0.0
angaur,0.0
palau,0.0
ethnolog,0.0
brisban,0.0
davao,0.0
fluentli,0.0
norm,0.0
varianc,0.0
copula,0.0
profus,0.0
subdivis,0.0
osaka,0.0
toyama,0.0
mie,0.0
shikoku,0.0
jima,0.0
peripher,0.0
hoku,0.0
tsushima,0.0
unintellig,0.0
kagoshima,0.0
spider,0.0
kansai,0.0
okinawa,0.0
amami,0.0
nationwid,0.0
prescenc,0.0
chii,0.0
apic,0.0
postalveolar,0.0
retroflex,0.0
subset,0.0
onset,0.0
homorgan,0.0
wa,0.0
tanaka,0.0
chomski,0.0
formul,0.0
breviti,0.0
predic,0.0
jealou,0.0
auxiliari,0.0
beneficiari,0.0
incorrect,0.0
yonder,0.0
referenti,0.0
ust,0.0
