,Topic,Queries,Answers,Retrieved file,Gold file,Retreival accuracy
64,kangaroo,What kinds of changes have larger kangaroos adapted much better to?,"Larger kangaroos have adapted much better to changes wrought to the Australian landscape by humans than to changes wrought to the Australian landscape by humans. They are not farmed to any extent, but wild kangaroos are shot for meat, over which there is controversy. Steve Dow: ""An industry that's under the gun"". Sydney Morning Herald online, September 26, 2007. On some of its currency, The Australian currency URL accessed January 6, 2007. On some of its currency, Kangaroo symbol URL accessed January 6, 2007. And the word kangaroo derives from the Guugu Yimidhirr word gangurru, referring to a grey kangaroo. Etymology of mammal names URL accessed January 7, 2007.",{'S08_set1_a1.txt.cl'},S08_set1_a1,1
65,kangaroo,Have larger kangaroos adapted much better to changes?,"Yes, larger kangaroos have adapted much better to changes wrought to the Australian landscape by humans and though many of their smaller cousins are endangered, they are plentiful. They are not farmed to any extent, but wild kangaroos are shot for meat, over which there is controversy. Some research indicates that the Australian kangaroo population has increased by over 60% since 1980, largely due to conservation efforts.",{'S08_set1_a1.txt.cl'},S08_set1_a1,1
66,Liechtenstein,Is Liechtenstein bordered by Switzerland?,"Yes, Liechtenstein is bordered by Switzerland to its west and by Austria to its east.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
67,Liechtenstein,Is Liechtenstein the smallest German-speaking country in the world?,"Yes, Liechtenstein is the smallest German-speaking country in the world. Liechtenstein is a tiny landlocked country in Western Europe that is bordered by Switzerland to the west and Austria to the east. It is located in the north-central part of the Alps, and mountainous terrain characterizes its landscape. The country's capital city, Vaduz, is located on the western side of the country, while the majority of the population lives in the eastern part. Liechtenstein has a population of just under 32,000 people, and it is a tax haven, with a low tax rate of just 0.5%.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
68,Liechtenstein,Was Liechtenstein part of the ancient Roman province of Raetia?,"Yes, Liechtenstein was part of the ancient Roman province of Raetia, which was established in the 3rd century AD by the Roman Emperor Augustus. The territory of Liechtenstein was geographically removed from European strategic interests, and its location in the upper Rhine valley of the European Alps made it a convenient location for trade and military purposes. Prior to the reign of its current dynasty, the region was enfeoffed to a line of the counts of Hohenems, which the family possessed from at least 1140 to the thirteenth century, and from 1807 onward.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
69,Liechtenstein,When was the first factory opened?,The first factory opened was in 1776.,"{'S08_set4_a2.txt.cl', 'S09_set4_a2.txt.cl'}",S08_set2_a1,0
70,Liechtenstein,How many municipalities is Liechtenstein divided into?,"Liechtenstein is divided into 11 municipalities called gemeinden (singular gemeinde). The gemeinden mostly consist only of a single town. Five of them fall within the electoral district Unterland (the lower county), and the remainder within Oberland (the upper county).",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
71,Liechtenstein,What is the national currency of Liechtenstein?,The national currency of Liechtenstein is the Swiss franc.,{'S08_set2_a1.txt.cl'},S08_set2_a1,1
72,Liechtenstein,Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?,"Yes, Leichtenstein has worked to promote its image as a legitimate financing center by prosecuting international money-laundering. The country has been a member of the European Economic Area (an organization serving as a bridge between the European Free Trade Association (EFTA) and the European Union) since May 1995. The government is working to harmonize its economic policies with those of an integrated Europe. Liechtenstein has been a member of the European Union since 2004, and in 2011, the country joined the Schengen Area, which allows for free movement of people between the EU and Liechtenstein. Liechtenstein has been a member of the International Monetary Fund (IMF) since 2003 and the European Union since 2004. These efforts to promote its image as a legitimate financing center have helped Liechtenstein to attract foreign investors and attract tourism.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
73,Liechtenstein,What company administers Leichtenstein's railways?,"The company administering Leichtenstein's railways is named Liechtensteinischen Landesbahn AG (LLAG), which is part of the Swiss Federal Railways (Sfrb). The LLAG operates the railway system in Liechtenstein, which consists of two lines: the Sfrb's S-Bahn and the Liechtensteinischen Bundesbahn AG (LB)'s Gotthard Railway. The LLAG is responsible for managing the railway system and its infrastructure.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
74,Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,"The percentage of Liechtensteiners who are foreign-born is approximately one third of the country's population, which is about 37,000 people.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
75,Liechtenstein,Is there an airport in Liechtenstein?,"Yes, there is an airport in Liechtenstein. The closest large airport is Zürich Airport, which is located in Switzerland. There is a small heliport at Balzers in Liechtenstein, available for charter helicopter flights. However, Liechtenstein has a small airport with limited services, making it difficult for tourists to visit or travel to Liechtenstein.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
76,Liechtenstein,Is Liechtenstein heavily urbanized?,"Yes, Liechtenstein is heavily urbanized. According to the 2019 census, 60.8% of the population (24,742 inhabitants) lived in cities, while 39.2% (15,473 inhabitants) lived in suburban areas. This means that the majority of the population lives in urban areas, which is unusual for a country of Liechtenstein's size. The population density of the country is relatively low, with an average of 22 inhabitants per square kilometer. The most populous city in Liechtenstein is St. Gilgen, which has a population of 11,500.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
77,Liechtenstein,Is Liechtenstein doubly landlocked?,"Yes, Liechtenstein is a landlocked country with a total land area of 402 square kilometers (156 square miles). The territory of Liechtenstein is divided into two parts: the landlocked state and the small island of Vaduz. The landlocked state is located between Switzerland and Austria, and includes the town of Liechtenstein itself. The island of Vaduz is located in the middle of the country's territorial waters and is administered by Liechtenstein.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
78,Liechtenstein,Does Liechtenstein have an army?,"Liechtenstein does not have an army. The country is a member of the European Union and participates in a customs union with Switzerland. However, Liechtenstein has been a member of the European Economic Area (an organization serving as a bridge between the European Free Trade Association (EFTA) and the European Union) since May 1995. Liechtenstein's government is working to harmonize its economic policies with those of an integrated Europe. Liechtenstein's GDP is $1.786 billion CIA World Factbook (link) and $25,000 per person. Liechtenstein's population is estimated to be 33,295 (2020 est.) according to the CIA World Factbook.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
79,Liechtenstein,When was Liechtenstein's current constitution adopted?,Liechtenstein's current constitution was adopted in October 1921. It established in Liechtenstein a constitutional monarchy ruled by the reigning prince of the Princely House of Liechtenstein.,{'S08_set2_a1.txt.cl'},S08_set2_a1,1
80,Liechtenstein,What is the official language of Liechtenstein?,The official language of Liechtenstein is German.,{'S08_set2_a1.txt.cl'},S08_set2_a1,1
81,Liechtenstein,What countries border Liechtenstein?,Liechtenstein has no land border with any other country.,{'S08_set2_a1.txt.cl'},S08_set2_a1,1
82,Liechtenstein,What Roman province was Liechtenstein part of?,Liechtenstein was part of the ancient Roman province of Raetia.,{'S08_set2_a1.txt.cl'},S08_set2_a1,1
83,Liechtenstein,How many municipalities are within Oberland?,"The municipality of Oberland comprises 66 municipalities within Finland, including the following municipalities:

1. Kohtalahti
2. Hiira-Niiden
3. Nurmijoki
4. Lahti
5. Kokkola
6. Porvoo
7. Hämeenlinna
8. Pohjois-Pohjanmaa
9. Koivu
10. Vaasa
11. Vaasa
12. Kajaani
13. Iisaku
14. Vesala
15. Vaasa
16. Koivu
17. Saariselkä
18. Kokkola
19. Valkeakoski
20. Pohjois-Pohjanmaa
21. Rauma
22. Hämeenlinna
23. Kuopio
24. Satakunta
25. Pohjois-Pohjanmaa
26. Iisaku
27. Vesala
28. Rauma
29. Satakunta
30.","{'S09_set3_a8.txt.cl', 'S08_set2_a4.txt.cl'}",S08_set2_a1,0
84,Liechtenstein,What is the smallest German-speaking country in the world?,"The smallest German-speaking country in the world is Liechtenstein, located in the country's southernmost region of Austria.","{'S09_set5_a2.txt.cl', 'S08_set2_a1.txt.cl'}",S08_set2_a1,1
85,Liechtenstein,"The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?","The Savings and Loans Bank was founded in 1835, as was the first cotton-weaving mill in the United Kingdom.","{'S10_set6_a6.txt.cl', 'S09_set4_a2.txt.cl'}",S08_set2_a1,0
86,Liechtenstein,What enjoys one of the world's highest standards of living?,"One of the world's highest standards of living is Finland. The country has been ranked as the sixth happiest nation in the world and has been rated the best country to live in by Reader's Digest study. Finland also boasts an excellent quality of life, with one of the lowest rates of poverty, crime, and unemployment. Additionally, Finland has a strong cultural and educational infrastructure, with its universities ranking among the top in Europe.","{'S09_set3_a8.txt.cl', 'S08_set2_a4.txt.cl'}",S08_set2_a1,0
87,Liechtenstein,Does the state court rule on the conformity of laws?,"Yes, the state court rule on the conformity of laws is the decision of the state court to uphold or reverse a decision by the federal court. In other words, the state court will rule on whether the federal court's decision is consistent with state law. In Roosevelt's case, the state court ruled in favor of the ICC and upheld the Act's prescriptive provisions, so the federal court's decision was upheld.","{'S08_set3_a7.txt.cl', 'S09_set4_a1.txt.cl'}",S08_set2_a1,0
88,Liechtenstein,What do most recognizable international company and largest employer have in common?,"Most recognizable international companies and largest employers have in common are those with high-quality products or services that are highly valued by consumers and are therefore highly profitable. These companies tend to have strong brand recognition, high customer loyalty, and have a reputation for innovation and innovative products/services. They are also often located in countries with high wages and/or taxes, which can attract highly skilled foreign labor.","{'S09_set3_a1.txt.cl', 'S09_set3_a8.txt.cl'}",S08_set2_a1,0
89,Liechtenstein,Was Liechtenstein completed in November 2000?,"Yes, Liechtenstein was completed in November 2000.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
90,Liechtenstein,What completed in November?,"In November 1699, Newton successfully completed a series of investigations into the origin of the Bible's narrative of the creation and fall of Adam and Eve.","{'S09_set4_a1.txt.cl', 'S08_set4_a1.txt.cl'}",S08_set2_a1,0
91,Liechtenstein,The State Court rules what?,"The State Court (Court of Cassation) is the highest court in Romania and deals with the legal issues arising from the constitution, laws, and administrative acts. It has jurisdiction over all cases and appeals from the lower courts, and it is responsible for ensuring the observance of the constitutional and legal rights of citizens. The State Court is also the highest court in Romania for matters of inquisitorial nature, such as the enforcement of legal decisions.","{'S08_set2_a7.txt.cl', 'S08_set2_a4.txt.cl'}",S08_set2_a1,0
92,Liechtenstein,The Historical Society of the Principality of Liechtenstein plays what?,"The Historical Society of the Principality of Liechtenstein is a non-profit educational organization that promotes the history and culture of Liechtenstein. They engage in various educational programs, publications, and events to promote the country's heritage and knowledge of its history and culture.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
93,Liechtenstein,Is the museum collection also the national art collection of Liechtenstein ?,"Yes, the museum collection is also the national art collection of Liechtenstein. The Liechtenstein National Museum, which is located in Vaduz, is the national art collection of Liechtenstein. It houses the museum's permanent exhibition on the cultural and natural history of Liechtenstein as well as special exhibitions. The collection consists of paintings, sculptures, and decorative arts, including works by Liechtenstein's most famous artists, such as Joseph Maria Olberding, Johann Baptist Grimm, and Ernst Haeckel. The collection is also open to the public and includes many works by contemporary artists.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
94,Liechtenstein,Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?,"Yes, there is a small heliport at Balzers in Liechtenstein available for charter helicopter flights. Balzers is a small town located in the southern German-speaking area of Liechtenstein and is located approximately 13 km (8 miles) from the capital city of Vaduz. The heliport is operated by Balzers Helicopters, which provides charter helicopter flights to and from the Balzers area. Balzers Helicopters has a fleet of helicopters available for charter flights, including Sikorsky S-61R and Sikorsky S-70B helicopters. The heliport is located within the Liechtenstein National Museum and is easily accessible by car or bus.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
95,Liechtenstein,Are nationals referred to by the plural : Liechtensteiners ?,"Yes, nationals are referred to by the plural: Liechtensteiners.",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
96,Liechtenstein,"Is it a winter sports resort , although it is perhaps best known as a tax haven ?","Yes, Liechtenstein is a winter sports resort, but it is primarily known as a tax haven. Liechtenstein is one of the few countries in the world that has no army, and defense is the responsibility of Switzerland. In 2003, the state tourism agency decided to give a boost to the country's tourism by offering to rent out the country to businesses and other organizations for conference hosting, weddings, or other such events. The company will be given keys to the capital city and be offered team-building/tourist activities and attractions, such as wine-tasting, tobogganing, and full access to one of the country's royal castles. The company will be given a five percent increase in tourism gross revenue. However, the decision to give such a boost to the country's tourism industry did not lead to increased tourism, as the country is primarily known for being a tax haven.","{'S08_set2_a1.txt.cl', 'S08_set2_a4.txt.cl'}",S08_set2_a1,0
97,Liechtenstein,Is it a winter sports resort?,"Yes, Hanni Wenzel won two gold medals in the 1980 Winter Olympics for downhill skiing. The Liechtenstein ski resort of Malbun is considered a winter sports resort, but it does not have any permanent snow-making facilities.","{'S10_set3_a8.txt.cl', 'S08_set2_a1.txt.cl'}",S08_set2_a1,1
98,Liechtenstein,Is it the smallest german-speaking country in the world?,"Yes, Liechtenstein is the smallest german-speaking country in the world. Liechtenstein has a population of approximately 30,000, making it one of the most densely populated countries in Europe.","{'S09_set5_a2.txt.cl', 'S08_set2_a1.txt.cl'}",S08_set2_a1,1
99,Liechtenstein,"What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?","In moravia, lower austria, silesia, and styria, these territories were held in fief under other more senior feudal lords, to whom several Liechtenstein princes served as close advisors. These lords, such as the Habsburg family, were unable to meet a primary requirement to qualify for a seat in the Imperial diet, the Reichstag, and so, they sought to acquire lands to acquire which would be unmittelbar or held without any feudal personage other than the Holy Roman Emperor himself having rights on the land. 

---

The family yearned greatly for the added power which a seat in the Imperial government would garner, and therefore, searched for lands to acquire which would be unmittelbar or held without any feudal personage other than the Holy Roman Emperor himself having rights on the land. After some time, the family was able to arrange the purchase of the minuscule Herrschaft (""Lordship"") of Schellenberg and countship of Vaduz (in 1699 and 1712 respectively) from the Hohenems. Tiny Schellenberg and Vaduz possessed exactly the political status required",{'S08_set2_a1.txt.cl'},S08_set2_a1,1
100,Blaise_Pascal,Was Blaise Pascal a mathematician of the first order?,"Blaise Pascal was not considered a mathematician of the first order, but rather an excellent mathematician who made significant contributions to the field of projective geometry and projective theory. He was also an outstanding mathematician of the second order, as he was known for his work in probability theory and statistics. However, his contributions to these areas were not as significant as those of his contemporaries.","{'S09_set4_a4.txt.cl', 'S08_set4_a4.txt.cl'}",S09_set4_a4,0
101,Blaise_Pascal,Could Blaise Pascal move without crutches?,"Blaise Pascal did not move without crutches in his later years, but he did experience a few setbacks during his early years. He suffered from arthritis in his hands and legs, and he had to use crutches and a cane to walk due to his weakness and disability. Despite this setback, Pascal remained active and wrote much during his later years, and he became a major figure in the world of science, mathematics, and philosophy. Despite his physical limitations, he continued to pursue his interests and remained a leading figure in his field.","{'S09_set4_a4.txt.cl', 'S08_set4_a4.txt.cl'}",S09_set4_a4,0
102,Blaise_Pascal,Has the name Pascal been given to the SI unit of pressure?,"Yes, Pascal's name has been given to the SI unit of pressure. The SI unit of pressure is Pascal (Pa), named after the French astronomer and mathematician, Blaise Pascal (1623-1662).",{'S10_set4_a4.txt.cl'},S09_set4_a4,0
103,Blaise_Pascal,From what did Pascal suffer throughout his life?,"Pascal suffered throughout his life due to various personal and societal issues that he encountered, including:

1. Religious persecution: Pascal was persecuted for his religious beliefs during his lifetime, and he had to flee France for safety. He experienced intense religious experiences that helped shape his philosophical thinking.

2. Financial struggles: Pascal's family was not financially stable, and his education and medical expenses were expensive. He was forced to seek out employment in the merchant trade, which was not as lucrative.

3. Injuries: Pascal was injured on various occasions during his life, including a fall from a horse and an injury to his foot. These injuries affected his physical and mental health, and he had to adapt to his new circumstances.

4. Social isolation: Pascal experienced social isolation in his later years, as he was unable to engage in social activities due to his advancing age. He was unable to form relationships with his peers and remained alone in his home.

5. Influence of other philosophers: Pascal was influenced by various philosophers throughout his life, including Leibniz, Hume, and","{'S09_set4_a4.txt.cl', 'S08_set4_a4.txt.cl'}",S09_set4_a4,0
104,Blaise_Pascal,What did Pascal argue was as perfect as possible?,"Blaise Pascal argued that a perfect mathematical expression was an equation that satisfied the following conditions:

1. It must have a unique solution.
2. It must be a function of two variables.
3. It must have a domain of discrimination of 2 variables.
4. It must have a domain of integration of 2 variables.

These conditions ensure that the expression is mathematically perfect, as it satisfies all three criteria. Pascal's famous equation, ""Pascal's Wager"" was a perfect mathematical expression that satisfied these conditions.",{'S10_set4_a4.txt.cl'},S09_set4_a4,0
105,Blaise_Pascal,What is the best physician?,"The best physician depends on the individual and their specific needs and circumstances. However, some of the best physicians in Pascal's time were:

1. Jean Guillebert: Guillebert was a French Jesuit who advocated for Jansenism and believed in rigorous Augustinism. He believed that Catholicism could be reconciled with the Protestant view of salvation.

2. Blaise Pascal: Pascal was a celebrated physician and mathematician who was also a devout Catholic. He was known for his rigorous Augustinian theology and his belief in the efficacy of prayer and sacraments.

3. Madame Deslandes: Deslandes was a celebrated French mathematician, astronomer, and philosopher who was also a devout Catholic. She was known for her rigorous Augustinian theology and her belief in the efficacy of prayer and sacraments.

4. Monsieur de La Bouteillerie: La Bouteillerie was a French Jesuit who was known for his rigorous Augustinian theology and his belief in the efficacy of prayer and sacraments.

These physicians were all highly regarded and had a significant impact on","{'S08_set4_a4.txt.cl', 'S10_set4_a4.txt.cl'}",S09_set4_a4,0
106,Blaise_Pascal,Who was the eldest sibling?,"The eldest sibling of Theodore Roosevelt was his brother Elliott, born in 1906, who died at the age of 78 in 1975.","{'S08_set3_a7.txt.cl', 'S08_set2_a1.txt.cl'}",S09_set4_a4,0
107,Blaise_Pascal,"Aside from the Provincial Letters' religious influence, were they popular as a literary work?","Yes, the Provincial Letters were very popular as a literary work. Pascal's use of humor, mockery, and vicious satire in his arguments made the letters ripe for public consumption, and influenced the prose of later French writers like Voltaire and Jean-Jacques Rousseau. The letters were highly regarded by readers and were frequently read and quoted by philosophers, scholars, and intellectuals. They were also widely studied and commented upon by philosophers and scholars, who found them to be a valuable contribution to the study of religious and philosophical issues. The letters were highly influential, and their popularity as a literary work can be seen in the fact that they were translated into many languages, including English, Spanish, and German. In addition, they were also translated into many different forms, including verse, drama, and poetry. Overall, the Provincial Letters were highly regarded as a literary work, and their popularity as a literary work can be seen as a testament to their importance in the development of French literature.","{'S09_set4_a4.txt.cl', 'S08_set4_a4.txt.cl'}",S09_set4_a4,0
108,Blaise_Pascal,Of whose continual poor health was the cause never precisely determined?,"The continuing poor health of Pascal was not explicitly mentioned in Pascal's autopsy or mentioned in the text, but the cause of his continual poor health was not specified in the text.","{'S08_set4_a4.txt.cl', 'S10_set4_a4.txt.cl'}",S09_set4_a4,0
109,English_language,What is given for the number of native speakers?,"The number of native speakers is given for each country in the text material. The number of native speakers of English in the United States is given as 215 million, the number of native speakers of English in the United Kingdom is given as 61 million, the number of native speakers of English in Canada is given as 18.2 million, the number of native speakers of English in Australia is given as 15.5 million, the number of native speakers of English in South Africa is given as 3.7 million, the number of native speakers of English in New Zealand is given as 3.0-3.7 million, and the number of native speakers of English in Ireland is given as 3.8 million.",{'S09_set5_a1.txt.cl'},S09_set5_a1,1
110,English_language,Is english an intonation  language?,"Yes, English is an intonation language. Intonation is the art of producing sound and meaning through the delivery of sounds and the use of pauses and inflections in speech. Intonation is an essential part of English, and it plays a crucial role in the way English is spoken and understood. The intonation patterns that are on words, which are called tone groups or tone units, intonation groups or sense groups, and their subdivisions, are a crucial part of the language's structure and meaning. English has a limited number of tone groups, tone units, and sense groups, and these are subdivided into syllables, which can either be stressed (strong) or unstressed (weak). The stressed syllable is called the nuclear syllable, and it carries the main point the speaker wishes to make. Intonation is the art of producing sound and meaning through the delivery of sounds and the use of pauses and inflections in speech. Intonation is an essential part of English, and it plays a crucial role in the way English is spoken and understood.",{'S09_set5_a1.txt.cl'},S09_set5_a1,1
111,English_language,Is english a de  jure  official  language  of Israel?,"Yes, English is a de  jure  official  language  of Israel. English is an official language of Israel, and it is the only language recognized as such by the government. The government recognizes English as a second language in Israel, and it is taught as a second language in schools and higher education institutions.",{'S09_set5_a5.txt.cl'},S09_set5_a1,0
112,English_language,Is the stressed  syllable called the nuclear  syllable?,"Yes, the stressed  syllable is called the nuclear  syllable. The nuclear  syllable is the main point of emphasis in English and is usually stressed to carry the main idea of a sentence or phrase. The unstressed syllables, on the other hand, are called unaccented or unstressed syllables, and they are not usually emphasized.","{'S09_set5_a2.txt.cl', 'S09_set5_a1.txt.cl'}",S09_set5_a1,1
113,English_language,Does english grammar have minimal inflection?,"Yes, English grammar has minimal inflection, which means that the inflectional rules of the language are relatively simple and straightforward. This means that English grammar is less complex than other languages, such as French, German, or Spanish. English grammar also has some tense and aspect rules, but these are relatively simplified compared to other languages. Overall, minimal inflection allows English to be easily understood and communicated across a wide range of contexts, making it a popular language for both academic and practical purposes.","{'S10_set5_a9.txt.cl', 'S09_set5_a1.txt.cl'}",S09_set5_a1,1
114,English_language,Did old English develop into Middle English?,"Yes, Old English developed into Middle English, which was the spoken language used in England during the 8th century to the mid-12th century. Middle English was a distinct language that evolved from Old English, with its vocabulary, grammar, and spelling conventions borrowed heavily from the Norman (Anglo-French) language. Middle English developed into the language we now use as English, which is the dominant international language in communications, science, business, aviation, entertainment, radio, and diplomacy. Its spread beyond the British Isles began with the growth of the British Empire, and by the late nineteenth century its reach was truly global.",{'S09_set5_a1.txt.cl'},S09_set5_a1,1
115,English_language,"Are books, magazines, and newspapers written in English available?","Yes, books, magazines, and newspapers written in English are available. English is widely used as a language of communication and as a source of information for both business and leisure. The English language is used extensively in literature, film, TV, music, and business, as well as in various forms of writing, including academic and scientific texts. English is also used in newspapers, magazines, and other publications, and in some cases, business publications, to communicate with readers and to convey information.","{'S09_set5_a1.txt.cl', 'S10_set5_a5.txt.cl'}",S09_set5_a1,0
116,English_language,Is the syntax of German different with different rules?,"The syntax of German is largely similar to that of Swedish, but there are some differences in rules that may affect how the language is spoken and understood. Here are some of the differences:

1. Prepositions: German uses different prepositions than Swedish, which can cause confusion for learners. For instance, German prepositions are usually placed in a grammatical relationship with the noun they modify, while in Swedish, they are placed after the verb.

2. Adjectives: In German, adjectives are often placed before the noun they modify, while in Swedish, they are usually placed after the noun.

3. Verb tenses: In German, the verb tenses are more complex than in Swedish, with the exception of the verb ""sein"" (to have), which always denotes past tense. In Swedish, the verb tenses are simpler and only denote past tense.

4. Conjunctions: German uses a complex set of conjunctions, such as ""und"" (and), ""oder"" (or), and ""bei"" (before). In contrast, Swedish uses a simpler set of conjunctions, such as ""och"" (and) and ""så",{'S10_set5_a9.txt.cl'},S09_set5_a1,0
117,English_language,Is it true that semantics causes a number of false friends?,"Yes, it is true that semantics causes a number of false friends. A false friend is a term that is used to describe a word that is used in a way that is not intended. The meaning of a word can change over time, and the meaning of a word can be different from the meaning it has when it is first used. This phenomenon is known as semantic change, and it is one of the key features of language.

Semantic change occurs when a word is used in a way that is not intended by the speaker or writer. For example, a person may say ""I love my dog"" and it might be understood as a statement of fact, but it can also be understood as a request for help. As a result, the meaning of the word ""dog"" can be different from the meaning it had when it was first used.

Semantics can also cause false friends when a word is used in a way that is not intended by the speaker. For example, the word ""hypothesis"" is often used in scientific contexts to refer to a theory, but it can also be used to refer to a hypothesis, meaning an untestable or unsubstantiated theory. This can cause confusion because the meaning of the","{'S10_set5_a5.txt.cl', 'S10_set5_a7.txt.cl'}",S09_set5_a1,0
118,English_language,"Here , are all syllables unstressed , except the syllables/words best and done , which are stressed ?","Yes, according to the given material, all syllables are unstressed, except the syllables/words best and done, which are stressed.","{'S09_set5_a2.txt.cl', 'S09_set5_a1.txt.cl'}",S09_set5_a1,1
119,English_language,"Are many words describing the navy , types of ships , and other objects or activities on the water of dutch origin ?","Yes, many words describing the navy, types of ships, and other objects or activities on the water of Dutch origin are of Dutch origin. Yacht (jacht), skipper (schipper), cruiser (kruiser), and other words of Dutch origin have been borrowed and spread throughout English vocabulary. Some of the most notable words of Dutch origin include competition, art, table, publicity, police, role, routine, machine, force, and many others.","{'S10_set5_a9.txt.cl', 'S09_set5_a1.txt.cl'}",S09_set5_a1,1
120,English_language,"Are local variations in the formal written version of the language quite limited , being restricted largely to the spelling differences between British and American English ?","Yes, local variations in the formal written version of the language are quite limited, with very few spellings and grammar differences between British and American English. English is a pluricentric language, without a central language authority like France's Académie française; and therefore no one variety is considered ""correct"" or ""incorrect"" except in terms of the expectations of the particular audience to which the language is directed. English has a long history of dialectalisation and it is not uncommon for speakers to adopt a variety of dialects, but English is a widely spoken language, and there are many different varieties of English spoken across the globe.",{'S09_set5_a1.txt.cl'},S09_set5_a1,1
121,London,Is London the capital of the United Kingdom?,"Yes, London is the capital of the United Kingdom, although it is not the capital of England. The United Kingdom is divided into four parts: England, Scotland, Wales, and Northern Ireland. The UK also includes the Isle of Man, the British Overseas Territories, and the Crown Dependencies, which are territories that are part of the UK but have their own laws, courts, and governments.",{'S09_set3_a1.txt.cl'},S09_set3_a1,1
122,London,Does London's population draw from a wide range of religions?,"Yes, London's population is diverse in terms of religious beliefs, with a range of denominations represented. According to the Office for National Statistics, 14.4% of London's population belong to the Anglican Church, followed by 11.7% who belong to the Roman Catholic Church, 7.6% who belong to the Methodist Church, and 6.3% who belong to the Presbyterian Church. 1.3% of the population belongs to the Jehovah's Witnesses, and 0.7% belong to the Church of Scientology. 3.7% of the population belong to the Church of England, 0.8% belong to the Church of Ireland, and 0.4% belong to the Jewish faith. The most common non-Christian religious groups in London include the Muslim community (3.2%), Hindus (1.2%), and Sikhs (0.9%). Overall, the religious makeup of London is a diverse mix of different faiths, reflecting the city's diverse population and multicultural character.",{'S09_set3_a1.txt.cl'},S09_set3_a1,1
123,London,Did Caunte take control of the English throne in 101?,"No, Caunte did not take control of the English throne in 101. The Anglo-Saxon kingdom of Lundenwic was conquered by Ethelred I of England, who succeeded his father, Alfred the Great, in 978. However, Caunte was later elected as a bishop in the newly founded diocese of London, which was established by the Anglo-Saxon king, Alfred the Great, in 886. Caunte was appointed as a bishop of London and continued to hold this office until 1042, when he was succeeded by Edward the Confessor, who re-founded Westminster Abbey and the adjacent Palace of Westminster.",{'S09_set3_a1.txt.cl'},S09_set3_a1,1
124,London,Over how many languages are spoken in London?,"London is home to over 200 languages spoken, with the largest number of native speakers being spoken in Bengali (147,000), followed by Urdu (115,000), Hindi (105,000), and Tamil (95,000).",{'S09_set5_a1.txt.cl'},S09_set3_a1,0
125,London,What had the Anglo-Saxons created by the 600s?,"The Anglo-Saxons created the Anglo-Saxon language, which is now known as English, by the 600s. The Anglo-Saxons were a group of Germanic people who migrated to England from northern France and Britain around 500 AD. They brought with them a new language, which they called Anglo-Saxon. The Anglo-Saxons created a new language that was characterized by its simplicity and ease of comprehension, resulting in a unique and distinctive dialect of English that is still spoken today. The Anglo-Saxons were also the first people to write their language down, using a script called Old English. Over time, this script evolved into modern English, which was codified in the 11th century.",{'S09_set5_a1.txt.cl'},S09_set3_a1,0
126,London,What city in the UK has been subjected to bouts of terrorism?,"London is the only city in the UK to have been subjected to bouts of terrorism. The most notable attack was the 7 July 2005 bombing of the London Underground network, which killed 55 people and injured 700 others.","{'S09_set3_a1.txt.cl', 'S09_set3_a10.txt.cl'}",S09_set3_a1,0
127,London,What countries did James VI of Scotland unite?,"James VI of Scotland united several countries, including England, Denmark, Sweden, Norway, and Iceland. He was known as James I of England and James II of Denmark.","{'S08_set4_a2.txt.cl', 'S09_set4_a2.txt.cl'}",S09_set3_a1,0
128,London,How did civil wars affect England during the Middle Ages?,"During the Middle Ages, civil wars had a significant impact on England. They caused widespread destruction, displacement of people, and the loss of many lives. Here are some ways that civil wars affected England during the Middle Ages:

1. Destruction of cities: Civil wars often led to the destruction of cities, which was devastating for the population. Many cities were destroyed, including London, York, and Bristol, among others.

2. The loss of land: The warring parties often fought over the control of the land. This led to the loss of valuable land and the displacement of many people.

3. The rise of religious conflict: The wars led to the rise of religious conflicts, which often pitted Catholics against Protestants. This created tension and led to the growth of the Protestant Reformation in England.

4. The growth of urbanization: The warring parties often destroyed cities and forced the population to migrate to the countryside. This led to the growth of urbanization in England, which brought prosperity and economic growth.

5. The spread of disease: The wars often led to the spread of disease, which was devast","{'S09_set3_a1.txt.cl', 'S10_set3_a4.txt.cl'}",S09_set3_a1,0
